team,url,ncaa_id,stats_name,division
West Virginia,https://wvusports.com/sports/mens-soccer,768,West Virginia,I
Western Connecticut St.,https://westconnathletics.com/sports/mens-soccer,770,,III
Western Illinois,https://goleathernecks.com/sports/mens-soccer,771,Western Ill.,I
Western Michigan,https://wmubroncos.com/sports/mens-soccer,774,Western Mich.,I
Western New Eng.,https://wnegoldenbears.com/sports/mens-soccer,775,,III
Western Ore.,https://wouwolves.com/sports/mens-soccer,1446,Western Ore.,II
Western Washington,https://wwuvikings.com/sports/mens-soccer,,Western Wash.,II
Westfield State,https://westfieldstateowls.com/sports/msoc/index,,,III
Westminster (MO),https://wcbluejays.com/sports/msoc/index,,,III
Westminster (PA),https://athletics.westminster.edu/sports/mens-soccer,1451,Westminster (PA),III
Westminster (UT),https://westminstergriffins.com/sports/mens-soccer,30209,Westminster (UT),II
Westmont,https://athletics.westmont.edu/sports/mens-soccer,,Westmont,II
Wheaton (IL),https://athletics.wheaton.edu/sports/mens-soccer,778,Wheaton (IL),III
Wheaton (MA),https://wheatoncollegelyons.com/sports/mens-soccer,779,,III
Wheeling,https://wucardinals.com/sports/mens-soccer,12799,Wheeling,II
Whitman,https://athletics.whitman.edu/sports/mens-soccer,780,Whitman,III
Whittier,https://wcpoets.com/sports/mens-soccer,,,III
Whitworth,https://whitworthpirates.com/sports/mens-soccer,1454,Whitworth,III
Widener,https://widenerpride.com/sports/mens-soccer,783,,III
Wilkes,https://gowilkesu.com/sports/mens-soccer,784,,III
Willamette,https://www.wubearcats.com/sports/msoc/index,,,III
William & Mary,https://tribeathletics.com/sports/mens-soccer,786,William & Mary,I
William Jewell,https://jewellcardinals.com/sports/mens-soccer,30120,William Jewell,II
William Peace,https://gopeacepacers.com/sports/mens-soccer,17094,William Peace,III
Williams,https://ephsports.williams.edu/sports/mens-soccer,,,III
Wilmington (DE),https://wildcats.athletics.wilmu.edu/sports/msoc/index,,Wilmington (DE),II
Wilmington (OH),http://www.wilmingtonquakers.com/sports/msoc/index,1461,,III
Wilson,https://wilsonphoenix.com/sports/mens-soccer,,,III
Wingate,https://wingatebulldogs.com/sports/mens-soccer,1462,,II
Winthrop,https://winthropeagles.com/sports/mens-soccer,,Winthrop,I
Wis. Lutheran,https://wlcsports.com/sports/mens-soccer,8911,,III
Wis.-Eau Claire,https://blugolds.com/sports/mens-soccer,793,,III
Wisconsin,https://uwbadgers.com/sports/mens-soccer,796,Wisconsin,I
Wisconsin-Parkside,https://parksiderangers.com/sports/mens-soccer,799,Wis.-Parkside,II
Wisconsin-Platteville,https://letsgopioneers.com/sports/msoc/index,,Wis.-Platteville,III
Wisconsin-Stevens Point,https://athletics.uwsp.edu/sports/mens-soccer,802,Wis.-Stevens Point,III
Wisconsin-Stout,https://stoutbluedevils.com/sports/mens-soccer,803,,III
Wisconsin-Superior,https://uwsyellowjackets.com/sports/mens-soccer,804,,III
Wisconsin-Whitewater,https://uwwsports.com/sports/mens-soccer,805,Wis.-Whitewater,III
Wittenberg,https://wittenbergtigers.com/sports/msoc/index,,,III
Wm. Paterson,https://www.wpupioneers.com/sports/mens-soccer,,,III
Wofford,https://woffordterriers.com/sports/mens-soccer,2915,Wofford,I
Wooster,https://www.woosterathletics.com/sports/msoc/index,,,III
Worcester State,https://www.wsulancers.com/sports/msoc/index,,,III
WPI,https://athletics.wpi.edu/sports/mens-soccer,808,,III
Wright St.,https://wsuraiders.com/sports/mens-soccer,810,Wright St.,I
Xavier,https://goxavier.com/sports/mens-soccer,812,Xavier,I
Yale,https://yalebulldogs.com/sports/mens-soccer,813,Yale,I
Yeshiva,https://yumacs.com/sports/mens-soccer,,,III
York (NY),https://yorkathletics.com/sports/mens-soccer,,,III
York (PA),https://ycpspartans.com/sports/mens-soccer,815,,III
Young Harris,https://yhcathletics.com/sports/mens-soccer,30154,Young Harris,II
